ts_code,concept,business,q_np_change
600222.SH,"中药生产,流感,中药",研制、开发、生产和销售中成药和西药。,-22.90%
300650.SZ,"半导体,LED,创业板综,华为概念,MiniLED,照明设备","提供集照明设计、开发制造、系统综合服务于一体的商业照明整体解决方案,主要产品包括照明器具、LED显示屏和光电标识等三类。作为专注于光影营造的商业照明整体解决方案服务商,公司依托创新的商业模式和成熟的业务体系,以个性化、定制化的照明产品为载体,全面满足品牌客户终端门店对于环境营造和产品展示的照明需求,达到其提升消费体验和提高品牌形象的目标",796.40%
603877.SH,"口罩,电商概念,新零售,服装,阿里概念",品牌服饰的设计、销售,617.80%
601099.SH,"券商概念,证券",证券承销和上市推荐、证券自营买卖、证券代理买卖等业务。,-96.80%
002300.SZ,"特高压,充电桩,军工,壳资源,风能,电线电缆",主要从事电线电缆的生产和销售。,461.90%
000591.SZ,"成渝特区,智能电网,太阳能,新能源,碳交易",太阳能光伏电站的投资运营和太阳能电池及组件的生产销售。,68.50%
002078.SZ,"造纸,代糖概念,养老金",机制纸、纸制品、木浆、纸板的生产和销售。,118.90%
600169.SH,"铁路基建,核能核电,其他专用机械,风能","公司主营轨道交通设备、起重设备、风力发电设备、挖掘设备、海洋工程装备、焦炉设备、齿轮传动、轧钢设备、锻压设备、煤化工设备、工程机械、港口机械、油膜轴承、铸锻件等产品及工程项目的总承包,产品广泛应用于冶金、矿山、能源、交通、海工、航天、化工、铁路、造船、环保等行业。",74.40%
000652.SZ,"垃圾分类,综合,创投,口罩,体育产业,滨海新区,节能环保",以自有资金对外投资;资产经营管理(金融资产除外);投资咨询服务;自有房屋租赁及管理服务。,-3517.00%
002347.SZ,"创投,军工,超级电容,基础件,智能机器,3D打印,锂电池",从事冶金成套设备、核心设备、核心备件、表面技术、再制造、总包服务等六大系列产品的研发、生产、销售与服务,218.00%
300347.SZ,"医疗器械,创业成份,CRO,医疗服务,创业板综,2025规划",为医药产品研发提供I 至IV 期临床试验技术服务、数据管理、统计分析、注册申报等临床研究服务。,98.40%
600590.SH,"区块链,电气自控设备,创投,物联网,军民融合,大数据,军工,北斗导航,航母概念,氢能源,智能电网,华为概念,虚拟电厂",聚焦军工装备、智能电力两大产业,574.70%
000732.SZ,"健康中国,军民融合,影视概念,房地产开发,租售同权,移动支付",住宅地产和商业地产的开发及运营,38.70%
603656.SH,"股权激励,其他专用机械,工业4.0,智能机器,人工智能",研发、生产和销售智能检测分选装备与工业机器人及自动化成套装备。,-343.00%
300801.SZ,"其他化学制品,节能环保,消毒剂,创业板综",水处理药剂的研发、生产和销售,-28.40%
002254.SZ,"铁路基建,无人机,军民融合,军工,新材料,氨纶",氨纶纤维、芳纶纤维系列产品的开发、制造和销售。,260.10%
002843.SZ,"纾困概念,一带一路,金属制品",从事双金属带锯条及其相关产品的研发、生产和销售。,25.60%
603738.SH,"电子元件,军工,5G概念,被动元件",晶体谐振器、晶体振荡器等频控器件的研发、生产、销售,496.30%
300813.SZ,"医疗器械,病毒防治,口罩,创业板综,长江三角,食品安全",微生物检测与控制技术系统产品、有机物分析仪器等制药装备的研发、制造和销售,75.90%
603289.SH,"降解塑料,其他专用机械",注塑机的研发、设计、生产、销售,182.10%
000554.SZ,"油价相关,天然气,石油天然气贸易",成品油购销,117.60%
300129.SZ,"军工,创业板综,风能,新能源","主要从事风机塔架设备经营业务,主要拥有房屋建筑物、机器设备、运输设备、办公及电子设备等与主业经营相关的资产。",613.40%
003036.SZ,"次新股,纺织服装机械",纺织机械设备的研发、生产和销售,1704.50%
688133.SH,"次新股,其他专业服务","公司通过提供科研试剂、特种化学品、科研仪器及耗材和实验室建设及科研信息化服务,满足科研工作者、分析检测和质量控制人员的科研相关需求,目前已成为国内科学服务行业的领先企业。",365.60%
002927.SZ,"充电桩,其他输变电设备","主要从事双电源转换开关、断路器、变压器、新能源充电设备、工控自动化产品等中低压电器元器件及系统集成成套设备的研发、生产和销售,公司始终专注于国内中低压电器行业的中高端市场。",34.80%
300005.SZ,"抖音小店,增强现实,电商概念,体育产业,服装,创业板综,在线旅游,北京冬奥",“探路者”品牌户外用品的研发设计、组织外包生产、销售。,156.60%
603133.SH,"创投,智能家居,华为概念,石墨烯,非金属新材料",高导热石墨散热材料开发、制造与销售.,-146.10%
300146.SZ,"医疗器械,创业成份,基因测序,创业板综,食品综合",膳食营养补充剂的研发、生产和销售。,45.20%
300426.SZ,"影视概念,影视,创业板综",电视剧投资、制作、发行和衍生业务;电影投资、制作、发行和衍生业务;艺人经纪及相关服务业务;影视广告制作及相关服务业务;影视剧后期制作服务业务。,-136.40%
002567.SZ,"饲料,猪肉概念,鸡肉概念",饲料产品的研发、生产和销售。,39.00%
601000.SH,"雄安新区,京津冀,港口","主要服务是港口装卸、运输、堆存仓储等物流业务。公司经营的优势装卸货种是散/件杂货,以钢铁、铁矿石和煤炭为主,其他货种主要包括原盐、水泥、机械设备等。提供轮驳、供水供电、信息等专业性港口服务,为业主泊位提供相关港口服务配套设施及船舶调度服务。",19.80%
300789.SZ,"铁路基建,高送转,一带一路,磁悬浮概念,创业板综,专用计算机设备",发行人主要经营轨道交通行业牵引供电和工务工程检测监测及信息化管理系统的研发、制造和销售。,47.40%
603866.SH,"电商概念,食品综合",专注于以面包为核心的优质烘焙类产品的生产及销售。,-20.80%
688278.SH,"独家药品,免疫治疗,生物医药","从事重组蛋白质及其长效修饰药物研发,生产及销售的创新型生物医药企业",90.30%
600089.SH,"煤化工,特高压,充电桩,一带一路,其他输变电设备,风能,工业4.0,智能电网,黄金概念,太阳能,雄安新区,新能源","公司属于输变电设备制造行业,主营产品包括变压器、电线电缆以及输变电成套工程业务",52.50%
300917.SZ,"创业板综,深圳特区,次新股,房地产服务","特发服务一直以综合设施管理服务为核心业务,致力于成为中国高端综合服务运营商。公司所从事的服务内容包括综合设施管理、空间管理、安全保障、环境管理、高端接待、会议服务等",68.90%
000070.SZ,"通信传输设备,国产芯片,特高压,智慧城市,字节概念,大数据,军工,数据中心,深圳特区,华为概念,云计算,5G概念","经营光缆、光纤、通信设备、电子元器件,核心业务是光缆、通信设备、铝电解电容器的生产和销售,辅助业务有系统集成、通信工程的安装调试、维护与服务等。",107.80%
000025.SZ,"垃圾分类,新能源车,深圳特区,粤港自贸,汽车销售",汽车销售、汽车检测、维修及配件销售;资源性资产管理;珠宝服务业务。,682.10%
300001.SZ,"铁路基建,充电桩,创业成份,工业互联,一带一路,创业板综,新能源车,其他输变电设备,智能电网,华为概念,人工智能,养老金",以户外箱式电力设备为主、户内开关柜为辅的成套变配电产品。,103.90%
002728.SZ,"独家药品,病毒防治,中药生产,长寿药,中药",主要从事中成药和化学制剂药的研发、生产和销售。,73.60%
600512.SH,"海绵城市,专业工程,长江三角,新能源,装配建筑","市政工程和公路工程建设,包括道路、大型桥梁、高速公路、高架道路、雨污排水管道、大型排水泵站、污水处理厂等工程建筑。",495.60%
688195.SH,"医疗器械,增强现实,虚拟现实,华为概念,次新股,光学元件,量子通信",各类精密光学元件、光纤器件研发、生产和销售,-38.90%
603158.SH,"特斯拉,传感器,新能源车,燃料电池,节能环保,汽车零部件","腾龙股份是一家专注于汽车节能环保零部件研发、生产和销售的国内领先的汽车零部件制造商,目前公司在氢燃料电池领域也有一定程度的布局和拓展。公司依托汽车热管理系统零部件、汽车发动机节能环保零部件两大业务板块,为客户提供广泛应用于传统发动机汽车、混合动力汽车、纯电动汽车等汽车节能环保产品。汽车热管理系统零部件业务板块主要产品为汽车空调管路、汽车热管理系统连接硬管及附件;汽车发动机节能环保零部件业务板块主要产品为EGR(汽车废气再循环)系统、传感器、汽车胶管。此外公司还生产汽车制动系统零部件等其他汽车零部件。公司主要客户包括本田、沃尔沃、标致雪铁龙、福特、马自达、吉利、上汽、东风、长城、广汽、北汽、蔚来、比亚迪等多家国内外汽车整车制造企业,也包括法雷奥、马勒、翰昂、大陆、博世等国际知名汽车零部件系统供应商,并通过系统供应商配套于特斯拉、玛莎拉蒂、保时捷、奔驰、宝马、奥迪、丰田、大众等全球知名汽车品牌,产品远销欧洲、北美、东南亚、南美等地。",66.40%
300392.SZ,"国产芯片,字节概念,纾困概念,大数据,创业板综,营销服务","基于腾信创新大数据系统的营销信息采集和精准分析,以及互联网广告发布类服务和网络公关类服务。",-6263.80%
603725.SH,"塑料制品,创投,装配建筑,新材料","专业从事高分子复合饰面材料研发、设计、生产及销售,主要产品包括家居装饰饰面材料、汽车内饰饰面材料、薄膜及人造革。",240.70%
002935.SZ,"医疗器械,国产芯片,军民融合,军工,北斗导航,华为概念,航天装备,5G概念,养老金,量子通信,航天概念",时间频率产品、北斗卫星应用产品的研发、设计、生产和销售,38.40%
002124.SZ,"病毒防治,抖音小店,生物疫苗,长江三角,猪肉概念,饲料",食品产业的开发(生猪育种及养殖和食品加工)、动物疫苗的研制与销售、饲料的研制与销售和工程环保服务,-74.20%
000965.SZ,"房地产开发,大飞机,滨海新区,京津冀",房地产开发,-154.60%
688013.SH,"医疗器械,次新股,其他专用机械",专注于高端外科手术吻合器研发创新和生产销售,107.50%
600620.SH,"长江三角,公交",出租车业务。,82.80%
603085.SH,"大飞机,汽车零部件,新能源车",乘用车座椅、航空座椅、工程机械与商用车座椅、儿安全座椅的研发设计、生产和销售。,4144.40%
300169.SZ,"医疗器械,创业板综,华为概念,其他化学制品,小米概念,新材料",主要从事高分子发泡材料的研发、生产与销售。,74.20%
603608.SH,"字节概念,抖音小店,电商概念,新零售,服装,网红直播",主要从事时尚女皮鞋的研发、生产、分销及零售.,488.50%
002709.SZ,"氟化工,高送转,特斯拉,电池材料,有机硅,新能源车,氢能源,锂电池,固态电池,新材料",精细化工新材料的研发、生产和销售。,592.90%
600582.SH,"煤化工,矿山冶金机械,节能环保,新能源","矿山自动化、机械化装备制造,煤炭洗选装备制造、矿井生产技术服务与经营、地下特殊工程施工和煤炭产品销售等五大主业。",265.50%
300743.SZ,"股权激励,专用计算机设备,创业板综",热转印碳带的研发、生产和销售,266.20%
600665.SH,"长江三角,房地产开发","房地产开发和经营、物业管理,实业投资、资产管理。",-211.30%
002995.SZ,"字节概念,抖音小店,电商概念,远程办公,次新股,网红直播,其他互联网服务,拼多多概念,国产软件",专注于为企业客户提供互联网综合营销服务及企业级SaaS营销服务,-35.40%
603029.SH,"网络安全,其他专用机械",棉花加工成套设备及配件的研发、生产和销售.,108.20%
600322.SH,"房地产开发,京津冀,滨海新区",国家授权资产投资、控股;房地产、销售等。,-214.40%
601162.SH,"券商概念,证券",证券期货相关业务,4.90%
300394.SZ,"高送转,创业板综,华为概念,光学元件,5G概念",光无源器件的研发设计、高精密制造与销售业务,70.60%
600509.SH,"煤化工,一带一路,页岩气,第三代半导体,其他发电,天然气,太阳能,碳化硅,新能源",火电、水电、供电、供热。,201.90%
300008.SZ,"军民融合,海工装备,军工,船舶制造,创业板综,长江三角,天然气",船舶与海洋工程设计业务、船舶工程总承包EPC业务、工程监理、游艇业务、天然气销售及配套业务。,-9.90%
300332.SZ,"创投,互联金融,页岩气,燃气,创业板综,天然气,京津冀,节能环保",城市燃气销售、管道运营、燃气安装、燃气具销售、管道设计、咨询服务。,9.80%
002999.SZ,"农业种植,次新股,乡村振兴,农药",公司主要从事化肥、农药等农资产品的销售并提供专业农技服务。,13.00%
688599.SH,"物联网,智能家居,次新股,太阳能,新能源,锂电池,其他电气设备","公司是一家全球领先的光伏智慧能源整体解决方案提供商,主要业务包括光伏产品、光伏系统、智慧能源三大板块。光伏产品包括单、多晶的硅基光伏组件的研发、生产和销售;光伏系统包括电站业务及系统产品业务;智慧能源包括光伏发电及运维服务、智能微网及多能系统的开发和销售以及能源云平台运营等业务",43.70%
300397.SZ,"军民融合,军工,创业板综,国家安防,通用航空,华为概念,电子设备制造,5G概念",以连续波雷达技术和光电探测技术为核心的侦察、指挥、控制系统的研发、生产、销售及技术贸易。,-66.50%
002419.SZ,"新零售,电商概念,深圳特区,百货",以百货为主的商品零售业务。,108.30%
300390.SZ,"医疗器械,独角兽,半导体,中芯概念,注射器概念,口罩,创业板综,新能源车,电子设备制造,华为概念,锂电池","涵盖防静电超净技术产品和医疗器械产品。公司专注于为电子信息制造业提供静电与微污染防控解决方案,专业从事防静电超净技术产品的研发、生产、销售并提供相关服务。医疗器械产品包括安全式、自毁式、高压注射器等一次性使用无菌医疗器械产品的研发、生产和销售。",150.30%
300245.SZ,"区块链,智慧城市,大数据,数据中心,其他软件服务,创业板综,阿里概念,华为概念,云计算",数据中心IT基础设施服务、软硬件销售。,14.10%
002759.SZ,"氟化工,小家电,锂电池",本公司致力于将现代科学技术与传统陶瓷烹饪相结合的陶瓷烹饪家电、电热水壶的研发、生产和销售。,307.40%
000090.SZ,"专业工程,深圳特区,粤港自贸,租售同权",市政工程、建筑施工、房地产开发和城市基础设施的投资开发,-6.80%
002977.SZ,"军工,第三代半导体,航天装备,氮化镓,航天概念",专业从事高波段、大功率固态微波前端研发、生产和销售,592.30%
600717.SH,"一带一路,京津冀,雄安新区,港口",商品储存;中转联运、汽车运输;装卸搬运;集装箱储运、拆装箱及相关业务。,73.30%
002134.SZ,"电子元件,PCB,大飞机,滨海新区",印制电路板(PCB)的研发、生产及销售。,299.60%
002100.SZ,"病毒防治,生物疫苗,转基因,猪肉概念,饲料,鸡肉概念","动物疫苗、饲料及饲用植物蛋白的生产及销售,种猪繁育、生猪养殖、屠宰加工及肉制品销售,融资担保业务",-9.10%
300399.SZ,"互联金融,创业板综,通信配套服务,RCS概念","公司自成立以来一直专注于移动信息服务领域,是专业的移动信息应用整体解决方案提供商,主要与电信运营商合作提供行业移动信息服务和个人移动信息服务。",-276.80%
603266.SH,"国产芯片,特斯拉,传感器,胎压监测,新能源车,塑料制品","一家基于精密模具开发和制造,专注于生产和销售精密注塑产品的专业塑料零件生产企业",94.00%
300063.SZ,"字节概念,百度概念,创业板综,网红直播,营销服务,节能环保",互联网营销业务、油墨化工业务和林产化工业务,-6.20%
603668.SH,"饲料,鸡肉概念,水产养殖",本公司是一家专业从事特种水产配合饲料研发、生产、销售的高新技术企业。,-1.60%
300807.SZ,"充电桩,智慧城市,无人驾驶,大数据,数据中心,创业板综,新能源车,百度概念,专用计算机设备,云计算,车联网,工业互联",基于车联网技术为城市公交运营、管理及服务提供综合解决方案,-27.10%
000627.SZ,"保险,创投",人寿保险、健康保险、意外伤害保险等各类人身保险业务,-2.90%
603136.SH,"景区",从事旅游景区的开发管理和经营,79.10%
688116.SH,"化学新材料,新材料,锂电池,石墨烯","纳米级碳材料及相关产品的研发、生产及销售,产品包括碳纳米管粉体、碳纳米管导电浆料、石墨烯复合导电浆料、碳纳米管导电母粒等",549.30%
688819.SH,"电池材料,新能源车,氢能源,燃料电池,次新股,石墨烯,锂电池","以电动轻型车动力电池业务为主,集电动特种车动力电池、新能源汽车动力电池、汽车起动启停电池、储能电池、3C电池、备用电池等多品类电池的研发、生产、销售",23.90%
300569.SZ,"高送转,太阳能,创业板综,风能,新能源",风机塔架及其相关产品的制造和销售、新能源(风力、光伏)发电项目的开发投资、建设和运营业务,99.20%
605255.SH,"燃料电池,次新股,汽车零部件,新能源车",橡塑制品的研发、制造、加工;汽车零部件、摩托车零部件、五金制品、塑料机械、机械配件、模具制造、加工;机动车维修;广告服务;企业咨询及管理;自营和代理货物,76.00%
002466.SZ,"锂,特斯拉,无人机,锂电池,刀片电池,固态电池,新材料","主要从事锂系列产品的研发、生产和销售,主要产品为“锂坤达”牌工业级碳酸锂、电池级碳酸锂、无水氯化锂、氢氧化锂等四大系列、十多个品种规格的锂产品。",75.40%
002009.SZ,"垃圾分类,小金属,特斯拉,汽车拆解,其他专用机械,新能源车,长江三角,工业4.0,风能,智能机器,太阳能,车联网,节能环保,锂电池","自动化输送系统、自动化仓储系统以及为提供技术支撑的系统集成控制软件,风力发电机组、零部件的开发、设计、制造及售后服务。",357.80%
002510.SZ,"特斯拉,军民融合,军工,新能源车,京津冀,锂电池,汽车零部件",汽车车身覆盖件模具、检具、夹具等汽车车身制造工艺装备研究、设计、制造及汽车车身冲压件制造。,90.20%
002523.SZ,"核能核电,一带一路,起重运输设备,风能",从事各种起重设备的研发、制造、销售业务。,42.90%
300922.SZ,"军民融合,海工装备,军工,创业板综,次新股,塑料制品","公司主要从事高性能工程塑料及其制品、树脂基复合材料及其制品的设计、开发、生产与销售,系装备防护领域的核心供应商,公司所属行业为国家重点扶持的战略新兴产业。",124.90%
002212.SZ,"网络安全,VPN,其他互联网服务,车联网,量子通信",电力电缆、电气装备用电线电缆的研发、生产和销售;网络安全业务,39.60%
300165.SZ,"医疗器械,病毒防治,体外诊断,创业板综,华为概念,节能环保,食品安全,仪器仪表",以能量色散、波长色散X射线荧光光谱仪为主的高端分析仪器及应用软件的生产、销售和相关技术服务,3.20%
002283.SZ,"工业4.0,2025规划,智能机器,汽车零部件",曲轴、连杆和其他汽车相关零部件、工业及新材料领域相关铸锻件、铁路装备、模具及工装制作、机床设备、自动化装备和技术服务等。,95.90%
600419.SH,"乳制品,乳业,二胎概念",奶牛养殖、乳品加工与销售,22.30%
000877.SZ,"一带一路,水泥","水泥及相关产品的开发、生产、销售和技术服务,矿产资源的开采、利用;商品混凝土的生产与销售。",405.50%
002532.SZ,铝,原铝、铝深加工产品及材料、预焙阳极、高纯铝、氧化铝的生产和销售。,291.70%
600535.SH,"医药商业,独角兽,病毒防治,工业大麻,生物疫苗,单抗概念,中药","公司是以制药业为核心,包括现代中药、化学药、生物制药,涵盖科研、种植、提取、制剂、营销的高科技企业集团",-9.70%
002531.SZ,"新能源,风能","风塔及风塔零部件的生产和销售,主要产品是用于1.5MW及以上功率风机的风塔。",179.60%
002800.SZ,"快递概念,一带一路,物流","大宗货物和大件货物的第三方物流业务,并从事于相应的供应链管理、物流园区经营及物流金融监管等业务。",340.10%
600161.SH,"生物医药,病毒防治","以健康人血浆、经特异免疫的人血浆为原材料和采用基因重组技术研发、生产血液制品,开展血液制品经营业务。",16.60%
300587.SZ,"铁路基建,高送转,其他橡胶制品,创业板综,锂电池","轨道工程橡胶制品的研发、生产和销售,产品主要包括轨道结构减振产品、嵌丝橡胶道口板等,主要应用于轨道交通领域,涵盖城市轨道交通、高速铁路、重载铁路和普通铁路。",136164.80%
600330.SH,"LED,第三代半导体,锂电池,国产芯片,充电桩,创投,蓝宝石,军工,长江三角,无线充电,太阳能,5G概念,OLED,稀土永磁,新材料,磁性材料,半导体,碳化硅,小金属,特斯拉,新能源车,超清视频,MicroLED",软磁铁氧体磁芯的生产和销售。,346.60%
002238.SZ,"影视概念,深圳特区,VPN,超清视频,云计算,5G概念,广电,养老金,有线电视","深圳地区有线电视网络的规划建设、经营管理、维护和广播电视节目的接收、集成、传输,以传输视频信息和开展网上多功能服务为主业。2002年,公司全面开始通过有线电视网络向用户提供因特网接入及信息服务。",-36.30%
603317.SH,"股权激励,调味品",川味复合调味料的研发、生产和销售,8.50%
002564.SZ,"煤化工,特高压,纾困概念,军民融合,核能核电,军工,专业工程,风能,氢能源,节能环保,太阳能,新能源,新材料,碳交易",从事石油化工、煤化工、化工、有色金属等领域压力容器、非标设备的设计、制造。,100.60%
600556.SH,"网红直播,大数据,综合,快手概念",大数据技术驱动型的新媒体营销业务。,48.40%
300362.SZ,"壳资源,环保设备,节能环保",大型节能环保及清洁能源设备的研发、生产和销售。,79.60%
300872.SZ,"区块链,数字货币,互联金融,大数据,创业板综,华为概念,次新股,云计算,人工智能,行业应用软件,国产软件",公司主营业务包括技术开发、技术服务、咨询服务和系统集成类四大类别。,133.90%
600488.SH,"滨海新区,地塞米松,化学原料药",原料药和小针剂的生产和销售、出口。,-35.90%
688033.SH,"铁路专用设备及器材,铁路基建,军工",从事高铁动车组用粉末冶金闸片及机车、城轨车辆闸片、闸瓦系列产品的研发、生产和销售,-58.20%
300504.SZ,"物联网,虚拟现实,边缘计算,创业板综,通信终端设备,WiFi,超清视频,5G概念",从事宽带网络终端设备、通信网络物理连接与保护设备、移动通信网络优化系统设备等的研发、生产、销售和服务,25.50%
000829.SZ,"区块链,手游概念,字节概念,创投,独角兽,连锁,虚拟现实,数字阅读,百度概念,苹果概念,华为概念,网红直播,彩票概念,量子通信,拼多多概念",手机分销业务、彩票业务、零售电商业务、移动转售和移动互联网业务,103.10%
300342.SZ,"天基互联,军民融合,军工,创业板综,白色家电,华为概念,智能机器,华为汽车,5G概念,节能环保,无人机,航天概念",节能节材型冰箱压缩机零部件的研发、生产和销售。,10.90%
603895.SH,"其他专用机械,口罩,新能源车,智能机器,人工智能,数字孪生","发行人是智能型自动化生产线和智能型自动化装备的集成供应商,主要从事智能型自动化生产线和智能型自动化装备的研发、设计、生产、装配、销售和售后培训及服务等。",28.40%
300702.SZ,"高送转,化学原料药,创业板综",化学原料药及中间体的研发、注册、生产和销售。,-18.80%
603717.SH,"雄安新区,猪肉概念,园林工程",园林生态工程的设计、施工养护及苗木种植,152.00%
300205.SZ,"区块链,数字货币,物联网,ETC,创业板综,通信终端设备,移动支付,在线教育,eSIM,华为概念,5G概念,国产软件",数据安全智能卡(金融IC卡、通信智能卡、城市通卡、高速公路ETC卡等)、智能终端(mPOS、传统POS、二维码POS、智能POS等金融终端)、税控终端及面向纳税户企业的增值服务(智慧财税等综合服务)、物联网技术服务云平台及增值服务和以国家教育信息化为背景的K12智慧教育业务。,61.90%
003003.SZ,"降解塑料,快递概念,次新股,包装印刷,小米概念","公司是国内领先的快递电商包装印刷整体解决方案提供商,专注于快递电商包装印刷产品的研发、设计、生产、销售和服务。",-20.90%
002386.SZ,"燃料电池,钛白粉,氯碱,新材料,锂电池",氯碱化工、化工新材料、新能源电池材料,771.10%
300047.SZ,"区块链,数字货币,互联金融,智慧政务,大数据,军工,其他软件服务,创业板综,阿里概念,深圳特区,在线教育,华为概念,云计算,人工智能,蚂蚁概念,RCS概念,国产软件",计算机软、硬件产品的开发、销售、咨询及服务,230.70%
300209.SZ,"物联网,无人驾驶,车联网,电商概念,创业板综,通信配套服务,人工智能,5G概念,纳米银,国产软件",提供产业互联网IT服务及配套软硬件,-292.60%
605066.SH,"次新股,其他电气设备",配电电器、控制电器、终端电器、电源电器、仪表电器等低压电器产品的研发、生产和销售,1.50%
688277.SH,"医疗器械,次新股,智能机器",专注于骨科手术导航定位机器人的研发、生产、销售和服务。,-47.30%
300148.SZ,"区块链,手游概念,创投,增强现实,创业板综,云游戏,游戏娱乐,在线教育,网络游戏",青少年读物的策划、设计、制作与发行。,39.00%
688003.SH,"股权激励,边缘计算,苹果概念,智能机器,人工智能,仪器仪表","天准科技致力于以领先的人工智能技术推动工业转型升级。公司以机器视觉为核心技术,专注服务于工业领域客户",-367.40%
300461.SZ,"无线耳机,其他专用机械,口罩,创业板综,苹果概念,壳资源,无线充电,智能机器","为基础电子元件商及其下游厂商提供生产电子线圈所需的成套数控自动化设备及相关零部件,公司提供包括数控自动化生产设备的设计、生产、安装、检测、售后服务在内的一体化解决方案",497.50%
688569.SH,"铁路基建,铁路专用设备及器材,次新股","以高铁扣件为核心的高铁工务工程产品的研发、生产和销售,致力于为高铁运营提供安全、稳定、可靠的工务工程产品",33.10%
000809.SZ,房地产开发,土地一级开发与市政基础设施建设和运营,-0.10%
603926.SH,"汽车零部件,新能源车",汽车离合器的研发、生产和销售,166.80%
600125.SH,"铁路基建,铁路运输,一带一路,冷链物流,快递概念,东北振兴",主要包括铁路特种集装箱业务、铁路货运及临港物流业务、房地产业务、铁路客运业务等。,-16.20%
600780.SH,"火电",火力发电、配电业务和燃气供应业务。,52.30%
600763.SH,"区块链,健康中国,医疗器械,辅助生殖,二胎概念,医疗服务",口腔医疗服务和辅助生殖医疗服务,777.50%
000419.SZ,"电商概念,新零售,百货","商贸、百货的零售与批发,酒店经营和管理、房地产、信息服务、餐饮服务等。",25.70%
603390.SH,"区块链,充电桩,胎压监测,新能源车,车联网,汽车零部件",公司是一家专业从事车载智能终端综合信息管理系统及配套汽车电气产品研发、生产、销售的高新技术企业。公司主要为客车生产厂商提供车载智能系统系列产品、公交多媒体信息发布系统系列产品、车载部件系列产品、新能源汽车电机与热管理系统系列产品等,94.90%
002576.SZ,"特高压,电机,风能,新能源车",从事电动机、发电机、新能源汽车定转子铁芯的研发、生产、销售和服务,559.70%
002560.SZ,"医疗器械,特高压,小金属,军民融合,军工,电线电缆,智能电网,无人机",第一类为钢芯铝绞线系列、铝包钢绞线系列、铝合金绞线系列等架空导线类系列产品;第二类为电气化铁路用接触线及承力索系列产品;第三类为架空绝缘电缆系列产品;第四类为子公司成都航飞生产的航空零部件和医疗零部件产品,-26.50%
002491.SZ,"网络安全,5G概念,大数据,通信传输设备",市内通信电缆、光缆和铁路信号电缆的生产和销售。,-19.40%
002156.SZ,"国产芯片,半导体,特斯拉,物联网,集成电路,长江三角,华为概念,移动支付,智能穿戴",集成电路的封装和测试。,510.00%
300265.SZ,"特高压,军民融合,军工,创业板综,5G概念,电线电缆","特种线缆业务,主要从事以高压、超高压和特高压为主的输电线路用电力特种光缆和导线、航空航天用耐高温电缆、通信用高频电缆的研发、生产和销售。",1673.10%
300491.SZ,"充电桩,军工,新能源车,创业板综,智能电网,雄安新区,新能源,储能设备",高频开关电源及相关电子产品的研发、生产和销售,74.00%
600867.SH,"独家药品,基因测序,生物医药,互联医疗,东北振兴",硬胶囊剂、片剂(含激素类)、颗粒剂、小容量注射剂、原料药(重组人胰岛素)、生物工程产品(重组人胰岛素注射剂)、Ⅱ类6854手术室、急救室、诊疗设备及器具、Ⅱ类6815注射穿刺器械、Ⅲ类6815注射穿刺器械、240血糖仪、241采血针、315注射穿刺器械。,20.50%
000766.SZ,"阿兹海默,工业大麻,化学制剂,中药",医药产品的研发、生产与销售。,101.60%
002150.SZ,"长江三角,金属制品",金属工具箱柜业务、机电钣金、输配电控制设备业务,2.50%
600438.SH,"HIT电池,成渝特区,饲料,太阳能,水产养殖,新能源",水产饲料、畜禽饲料等的研究、生产和销售,151.90%
300960.SZ,"铁路基建,充电桩,一带一路,创业板综,深圳特区,其他交运设备,次新股,节能环保,装配建筑",轨道交通机车车辆电气产品的研发、生产、销售和维保服务,334.40%
300931.SZ,"物联网,创业板综,次新股,楼宇设备","主要从事电梯、自动扶梯、自动人行道的产品研发、设计、制造、销售、安装、改造及维保业务,是一家为各类建筑的电梯提供系统性的解决方案及全面的更新改造方案的科技创新型企业。",92.30%
601500.SH,"轮胎,一带一路,车联网,新材料",全钢子午胎、斜交胎的研发、生产和销售,0.90%
002792.SZ,"通信传输设备,5G概念,华为概念","主要从事通信天线及射频产品的研发、生产、销售和服务业务,为移动通信运营商、设备集成商提供通信天线、射频器件产品及综合解决方案。",126.70%
300185.SZ,"核污染防治,军民融合,核能核电,军工,创业板综,风能,基础件,通用航空,京津冀,太阳能,新能源","从事大型自由锻件产品的研发、生产和销售,形成了集大型锻件坯料制备、铸锻造、热处理、大型成套设备设计制造于一体的完整产业链。",60.20%
688679.SH,"环保,次新股,节能环保","专注于固废污染阻隔修复、固废处理处置和水环境修复业务,依托自主研发的固废污染阻隔修复系统构建、污泥高干脱水炭化处理处置、河湖底泥一体化处理处置等核心技术体系,为地方政府部门及下属单位、大型企业等客户提供集方案设计、装备研制、项目建设、运营服务为一体的环境整体解决方案。",-194.30%
300164.SZ,"油田服务,页岩气,创业板综,天然气,油气设服",油田增产技术的集研发、产品推广和作业服务为一体的油田服务。,125.00%
600647.SH,"长江三角,房地产开发","房地产开发产品销售,食品贸易业务。",897.60%
